header_id;otu_number;silva_taxonomy;;;;;
OTU_20763;OTU_20762;Eukaryota(99.9);Opisthokonta(93.2);Holozoa(92.9);Metazoa(92.8);Animalia(92.8);Cnidaria(90.1)
OTU_20762;OTU_20761;Eukaryota(100);SAR(88.8);Alveolata(86.8);Dinoflagellata(74.8);Dinophyceae(68.4);Peridiniphycidae(29.1)
OTU_20765;OTU_20764;Eukaryota(100);SAR(95.2);Stramenopiles(92.8);Ochrophyta(59.1);Diatomea(28.9);Coscinodiscophytina(19.4)
OTU_20764;OTU_20763;Eukaryota(100);SAR(78.7);Stramenopiles(76.1);Ochrophyta(61);Diatomea(52.8);Bacillariophytina(51.6)
OTU_20767;OTU_20766;Eukaryota(100);Cryptophyceae(14.2);Kathablepharidae(4.5);Leucocryptos(4.5);unclassified;unclassified
OTU_20766;OTU_20765;Eukaryota(100);Opisthokonta(51.6);Holozoa(47.5);Metazoa(43.1);Animalia(43.1);Cnidaria(42.3)
OTU_3627;OTU_3626;Eukaryota(100);SAR(100);Stramenopiles(99.9);Ochrophyta(99.9);Diatomea(99.9);Bacillariophytina(99.9)
OTU_38606;OTU_38603;Eukaryota(99.9);Archaeplastida(45.5);Chloroplastida(34.7);Chlorophyta(34.2);Chlorophyceae(19);Chaetopeltis(6)
OTU_27931;OTU_27929;Eukaryota(100);SAR(98.2);Alveolata(96.1);Dinoflagellata(88.6);Dinophyceae(81.8);Peridiniphycidae(29.3)
OTU_27930;OTU_27928;Eukaryota(100);Archaeplastida(61.9);Chloroplastida(61.1);Chlorophyta(60.2);Chlorophyceae(19.8);Scotiellopsis(3.5)
OTU_27933;OTU_27931;Eukaryota(99.9);Opisthokonta(88.4);Holozoa(87.4);Metazoa(87.4);Animalia(87.3);Annelida(44.3)
OTU_27932;OTU_27930;Eukaryota(100);Archaeplastida(87.8);Chloroplastida(87.8);Chlorophyta(87.2);Mamiellophyceae(55);Micromonas(33.4)
OTU_27935;OTU_27933;Eukaryota(100);SAR(99.4);Alveolata(98.4);Protalveolata(98.4);Syndiniales(98.4);Syndiniales_Group_I(98.3)
OTU_27934;OTU_27932;Eukaryota(99.8);Opisthokonta(86.8);Holozoa(86.6);Metazoa(86);Animalia(86);Arthropoda(83.6)
OTU_27937;OTU_27935;Eukaryota(95.2);Archaeplastida(43.4);Chloroplastida(22.4);Chlorophyta(22.4);Trebouxiophyceae(10.9);Heterochlorella(4.9)
OTU_27936;OTU_27934;Eukaryota(100);Opisthokonta(96.9);Holozoa(96.9);Metazoa(96.9);Animalia(96.9);Mollusca(31.7)
OTU_27939;OTU_27937;Eukaryota(100);Cryptophyceae(50.3);Kathablepharidae(50.3);Leucocryptos(50.3);unclassified;unclassified
OTU_27938;OTU_27936;Eukaryota(98.9);SAR(48.3);Alveolata(30.9);Ciliophora(30.6);Intramacronucleata(30.6);Spirotrichea(30.5)
OTU_29568;OTU_29565;Eukaryota(99.9);SAR(65.4);Alveolata(38.1);Protalveolata(15.6);Perkinsidae(6.9);Parvilucifera(6.9)
OTU_29569;OTU_29566;Eukaryota(100);SAR(79);Alveolata(67.4);Dinoflagellata(51.3);Dinophyceae(43.3);CCMP1878(11.6)
OTU_37514;OTU_37511;Eukaryota(100);SAR(94.8);Alveolata(93.7);Dinoflagellata(89.2);Dinophyceae(78.5);Gymnodiniphycidae(43.3)
OTU_17473;OTU_17472;Eukaryota(100);SAR(96.7);Alveolata(96.2);Dinoflagellata(92.4);Dinophyceae(77.5);SCM37C58(59.4)
OTU_17472;OTU_17471;Eukaryota(99.8);SAR(84);Alveolata(63.3);Ciliophora(63.1);Intramacronucleata(61.5);Spirotrichea(60.9)
OTU_17471;OTU_17470;Eukaryota(100);SAR(93.3);Alveolata(83.4);Protalveolata(71.3);Syndiniales(67.3);Amoebophrya(59.1)
OTU_17470;OTU_17469;Eukaryota(99.9);SAR(99.3);Stramenopiles(98.7);Ochrophyta(97.1);Diatomea(75.5);Bacillariophytina(45.3)
OTU_17477;OTU_17476;Eukaryota(100);Picozoa(44.7);Picomonadea(44.7);Picomonadida(44.7);Picomonadidae(44.7);Picomonas(44.7)
OTU_17476;OTU_17475;Eukaryota(100);SAR(96.2);Stramenopiles(89.8);Ochrophyta(83.8);Diatomea(70.8);Bacillariophytina(58.9)
OTU_17475;OTU_17474;Eukaryota(99.9);Archaeplastida(72.1);Chloroplastida(67);Chlorophyta(66.6);Mamiellophyceae(34.8);Dolichomastix(33.1)
OTU_17474;OTU_17473;Eukaryota(100);Haptophyta(99.6);Prymnesiophyceae(99.6);Prymnesiales(80.5);OLI16029(68.1);unclassified
OTU_37512;OTU_37509;Eukaryota(100);SAR(98.3);Alveolata(98.3);M2-18H10(61.7);unclassified;unclassified
OTU_17479;OTU_17478;Eukaryota(100);SAR(97.9);Alveolata(97.4);Dinoflagellata(91.8);Dinophyceae(81.9);BAQK03(65.8)
OTU_17478;OTU_17477;Eukaryota(100);Haptophyta(93.9);Prymnesiophyceae(93.5);Prymnesiales(47.8);Braarudosphaera(25.8);unclassified
OTU_45481;OTU_45477;Eukaryota(100);Archaeplastida(85.8);Chloroplastida(85.8);Chlorophyta(85.6);Mamiellophyceae(66.9);Micromonas(32.3)
OTU_37513;OTU_37510;Eukaryota(100);Cryptophyceae(94.1);Cryptomonadales(94.1);Teleaulax(60.3);unclassified;unclassified
OTU_16702;OTU_16701;Eukaryota(100);SAR(100);Alveolata(100);Dinoflagellata(85.5);Dinophyceae(79.2);Peridiniphycidae(58.1)
OTU_16703;OTU_16702;Eukaryota(100);SAR(89.9);Alveolata(67.3);Dinoflagellata(64.4);Dinophyceae(57.7);Gymnodiniphycidae(24.5)
OTU_16700;OTU_16699;Eukaryota(100);SAR(91.6);Stramenopiles(83.5);Ochrophyta(79.3);Bolidomonas(38.7);unclassified
OTU_16701;OTU_16700;Eukaryota(100);SAR(99.9);Alveolata(99.9);Dinoflagellata(95.5);Dinophyceae(86.2);SL163A10(34.7)
OTU_16706;OTU_16705;Eukaryota(100);SAR(99.7);Stramenopiles(97.3);Ochrophyta(73.3);Raphidophyceae(67.1);Heterosigma(65.7)
OTU_16707;OTU_16706;Eukaryota(100);SAR(92.1);Alveolata(89.1);Dinoflagellata(70.4);Dinophyceae(68.6);Gymnodiniphycidae(35.9)
OTU_16704;OTU_16703;Eukaryota(99.3);Cryptophyceae(40.3);Cryptomonadales(40.2);Falcomonas(26.4);unclassified;unclassified
OTU_16705;OTU_16704;Eukaryota(100);SAR(88.2);Alveolata(53.2);Apicomplexa(21.2);Conoidasida(21.2);Gregarinasina(17.4)
OTU_16708;OTU_16707;Eukaryota(100);SAR(100);Stramenopiles(100);Ochrophyta(99.9);Raphidophyceae(97.6);Heterosigma(82.1)
OTU_16709;OTU_16708;Eukaryota(100);Haptophyta(29.3);Prymnesiophyceae(26.1);Zygodiscales(13.5);Helicosphaera(13.5);unclassified
OTU_25278;OTU_25276;Eukaryota(99.3);SAR(43.7);Stramenopiles(25.8);Ochrophyta(23.8);Phaeothamniophyceae(9.1);Phaeothamniales(9.1)
OTU_25279;OTU_25277;Eukaryota(100);Archaeplastida(38.3);Chloroplastida(38.1);Chlorophyta(36.1);Chlorophyceae(29.1);Hemiflagellochloris(4.7)
OTU_309;OTU_309;Eukaryota(100);Haptophyta(94.7);Prymnesiophyceae(94.6);Prymnesiales(80.1);Imantonia(36.1);unclassified
OTU_308;OTU_308;Eukaryota(100);SAR(91.4);Alveolata(91.4);Dinoflagellata(78.7);Incertae_Sedis(25.1);Blastodinium(23.7)
OTU_27683;OTU_27681;Eukaryota(100);SAR(69.7);Alveolata(66.1);Ciliophora(65.6);Intramacronucleata(65.6);Spirotrichea(63.8)
OTU_27682;OTU_27680;Eukaryota(100);Cryptophyceae(69.7);Cryptomonadales(69.7);Plagioselmis(39.7);unclassified;unclassified
OTU_27681;OTU_27679;Eukaryota(100);Archaeplastida(71.3);Chloroplastida(65.3);Chlorophyta(58.5);Chlorophyceae(24.3);Hemiflagellochloris(1.4)
OTU_27680;OTU_27678;Eukaryota(100);Cryptophyceae(79.3);Cryptomonadales(79.3);Teleaulax(69.1);unclassified;unclassified
OTU_303;OTU_303;Eukaryota(100);Opisthokonta(100);Holozoa(100);Metazoa(100);Animalia(100);Annelida(81.7)
OTU_302;OTU_302;Eukaryota(99.5);Archaeplastida(44.1);Chloroplastida(35);Chlorophyta(33.4);Ulvophyceae(23.2);Graesiella(4)
OTU_301;OTU_301;Eukaryota(100);SAR(95.6);Alveolata(88.6);Ciliophora(73.9);Intramacronucleata(73.8);Conthreep(73.1)
OTU_300;OTU_300;Eukaryota(100);SAR(99.6);Alveolata(99.6);Dinoflagellata(98.8);Dinophyceae(98);Peridiniphycidae(94.6)
OTU_307;OTU_307;Eukaryota(100);SAR(96.4);Stramenopiles(95);Labyrinthulomycetes(91.7);Thraustochytriaceae(91.7);Ulkenia(82.4)
OTU_306;OTU_306;Eukaryota(100);Opisthokonta(100);Holozoa(100);Metazoa(100);Animalia(100);Annelida(77.5)
OTU_305;OTU_305;Eukaryota(100);SAR(67.7);Stramenopiles(35.1);MAST-3(18.6);MAST-3E(13);unclassified
OTU_304;OTU_304;Eukaryota(100);SAR(100);Alveolata(100);Dinoflagellata(97.5);Dinophyceae(91.8);Gymnodiniphycidae(74.6)
OTU_29564;OTU_29561;Eukaryota(100);SAR(66);Alveolata(58.6);Dinoflagellata(51.5);Dinophyceae(48.5);SCM37C61(26)
OTU_29565;OTU_29562;Eukaryota(100);SA1-3C06(5.7);unclassified;unclassified;unclassified;unclassified
OTU_37518;OTU_37515;Eukaryota(99.8);Opisthokonta(71.2);Holozoa(71.2);Metazoa(70.6);Animalia(70.6);Arthropoda(67)
OTU_37519;OTU_37516;Eukaryota(99.2);SAR(71.2);Alveolata(66.2);M2-18H10(26.4);unclassified;unclassified
OTU_43511;OTU_43508;Eukaryota(99.9);SAR(74);Stramenopiles(65);MAST-4(52.2);MAST-4D(52.2);unclassified
OTU_48859;OTU_48855;Eukaryota(100);SAR(63.5);Alveolata(60.1);Ciliophora(44.8);Intramacronucleata(44.7);Spirotrichea(44.3)
OTU_48858;OTU_48854;Eukaryota(99.7);Opisthokonta(56.4);Holozoa(56.1);Metazoa(51.4);Animalia(51.4);Arthropoda(50)
OTU_43510;OTU_43507;Eukaryota(100);Haptophyta(99);Prymnesiophyceae(99);Phaeocystis(98);unclassified;unclassified
OTU_48855;OTU_48851;Eukaryota(100);SAR(99.1);Stramenopiles(98.3);Ochrophyta(98.2);Chrysophyceae(61.2);Chrysocapsales(14.3)
OTU_48854;OTU_48850;Eukaryota(100);SAR(62.2);Alveolata(60.7);Ciliophora(59);Intramacronucleata(59);Spirotrichea(58.9)
OTU_48857;OTU_48853;Eukaryota(100);SAR(99.4);Alveolata(99.3);Dinoflagellata(98.4);Dinophyceae(94.6);Peridiniphycidae(74.4)
OTU_48856;OTU_48852;Eukaryota(100);SAR(72.7);Alveolata(59.1);Dinoflagellata(22.7);Noctilucales(4.6);Noctiluca(4.6)
OTU_48851;OTU_48847;Eukaryota(100);SAR(99.5);Alveolata(98.8);Dinoflagellata(98.5);Incertae_Sedis(96.7);Haplozoon(96.5)
OTU_48850;OTU_48846;Eukaryota(100);SAR(99.8);Stramenopiles(84.5);Ochrophyta(79);Raphidophyceae(72.8);Heterosigma(39.3)
OTU_48853;OTU_48849;Eukaryota(100);SAR(99.6);Alveolata(99.1);Dinoflagellata(96.8);Dinophyceae(87.5);CCMP1878(56.5)
OTU_48852;OTU_48848;Eukaryota(92);SAR(31.5);Stramenopiles(22.8);Peronosporomycetes(8.5);Aplanopsis(2.2);unclassified
OTU_43512;OTU_43509;Eukaryota(100);SAR(93.7);Alveolata(60.3);Dinoflagellata(47.7);Dinophyceae(34.6);Peridiniphycidae(15.4)
OTU_50298;OTU_50294;Eukaryota(98.9);SAR(77.5);Stramenopiles(54.4);MAST-12(10.5);MAST-12A(10.5);unclassified
OTU_9921;OTU_9920;Eukaryota(100);SAR(97.7);Rhizaria(75.9);Cercozoa(75.9);Thecofilosea(17.6);Cryomonadida(17.6)
OTU_9920;OTU_9919;Eukaryota(100);SAR(77.2);Alveolata(75.3);Protalveolata(48.3);Syndiniales(48.3);Syndiniales_Group_II(20.1)
OTU_9923;OTU_9922;Eukaryota(100);Archaeplastida(80.4);Chloroplastida(80.3);Chlorophyta(76.9);Mamiellophyceae(73.7);Micromonas(62.6)
OTU_9922;OTU_9921;Eukaryota(100);SAR(99);Stramenopiles(94.9);Ochrophyta(91.2);Diatomea(80.1);Bacillariophytina(44.7)
OTU_9925;OTU_9924;Eukaryota(100);SAR(86.6);Alveolata(86.5);Protalveolata(73.4);Syndiniales(73.4);Syndiniales_Group_II(68.2)
OTU_9924;OTU_9923;Eukaryota(100);SAR(58.3);Stramenopiles(48);Peronosporomycetes(10.3);Olpidiopsis(5.8);unclassified
OTU_9927;OTU_9926;Eukaryota(100);SAR(57.2);Alveolata(47.4);Protalveolata(34.2);Syndiniales(33.3);Syndiniales_Group_III(23.9)
OTU_9926;OTU_9925;Eukaryota(99.8);SAR(47.5);Rhizaria(30);Cercozoa(29.8);Imbricatea(18.6);Marimonadida(18.6)
OTU_9929;OTU_9928;Eukaryota(100);SAR(78.6);Alveolata(72);Dinoflagellata(56.8);Dinophyceae(36.4);Peridiniphycidae(27)
OTU_9928;OTU_9927;Eukaryota(99.9);SAR(93.3);Alveolata(86.5);Dinoflagellata(81);SCM28C1(31.4);unclassified
OTU_46840;OTU_46836;Eukaryota(100);SAR(96.9);Stramenopiles(90.9);Ochrophyta(89.1);Diatomea(78.8);Bacillariophytina(73.2)
OTU_46841;OTU_46837;Eukaryota(99.8);Opisthokonta(41.5);Holozoa(41.4);Metazoa(38.5);Animalia(38.5);Arthropoda(33.4)
OTU_46842;OTU_46838;Eukaryota(99.9);SAR(68.3);Rhizaria(17.3);Cercozoa(17.2);Thecofilosea(9.8);Cryomonadida(9.8)
OTU_46843;OTU_46839;Eukaryota(100);Picozoa(52.9);Picomonadea(52.9);Picomonadida(52.9);Picomonadidae(52.9);Picomonas(52.9)
OTU_46844;OTU_46840;Eukaryota(100);SAR(98.4);Alveolata(49.7);Protalveolata(28.2);Syndiniales(27.9);Syndiniales_Group_III(19.4)
OTU_43837;OTU_43834;Eukaryota(100);SAR(89.6);Alveolata(85.6);Dinoflagellata(80);Incertae_Sedis(22.8);Paulsenella(4)
OTU_46846;OTU_46842;Eukaryota(100);SAR(91);Alveolata(89.5);Dinoflagellata(78.3);Dinophyceae(60.3);SCM37C61(11.7)
OTU_46847;OTU_46843;Eukaryota(100);SAR(81.9);Alveolata(81.6);Dinoflagellata(65.4);Dinophyceae(51.3);SCM37C58(11.9)
OTU_23308;OTU_23306;Eukaryota(100);SAR(92.6);Stramenopiles(89.7);Ochrophyta(79);Dictyochophyceae(59.8);Pedinellales(33.2)
OTU_23309;OTU_23307;Eukaryota(100);Archaeplastida(82.3);Chloroplastida(82.3);Chlorophyta(63);Trebouxiophyceae(22.8);Ignatius(9.7)
OTU_23306;OTU_23304;Eukaryota(100);SAR(44.4);Rhizaria(40.4);Cercozoa(40.4);Chlorarachniophyta(39);Bigelowiella(39)
OTU_23307;OTU_23305;Eukaryota(100);Archaeplastida(77.9);Chloroplastida(77.9);Chlorophyta(77.7);Mamiellophyceae(71.4);Micromonas(58.6)
OTU_23304;OTU_23302;Eukaryota(100);SAR(53.1);Alveolata(50.5);Protalveolata(42.7);Syndiniales(41.6);Syndiniales_Group_II(38.1)
OTU_23305;OTU_23303;Eukaryota(99.6);Archaeplastida(53.6);Chloroplastida(50.8);Chlorophyta(50.8);Trebouxiophyceae(38.4);Lagerheimia(14.7)
OTU_23302;OTU_23300;Eukaryota(99.9);Opisthokonta(87);Holozoa(87);Metazoa(86.8);Animalia(86.8);Arthropoda(82.3)
OTU_23303;OTU_23301;Eukaryota(100);SAR(96.7);Alveolata(92.7);Dinoflagellata(91);Incertae_Sedis(86.4);Haplozoon(86.2)
OTU_23300;OTU_23298;Eukaryota(100);SAR(99.4);Alveolata(99.4);Dinoflagellata(91.6);Dinophyceae(86.1);Peridiniphycidae(53.8)
OTU_23301;OTU_23299;Eukaryota(99.9);SAR(59.5);Stramenopiles(38.9);Ochrophyta(30.3);Phaeothamniophyceae(5.7);Phaeothamniales(5.7)
OTU_24651;OTU_24649;Eukaryota(99.9);Opisthokonta(94.5);Holozoa(94.5);Metazoa(94.4);Animalia(94.4);Arthropoda(94.2)
OTU_24650;OTU_24648;Eukaryota(100);SAR(93.8);Alveolata(90.7);Ciliophora(90.5);Intramacronucleata(90.5);Spirotrichea(90.5)
OTU_11169;OTU_11168;Eukaryota(100);SAR(73.7);Alveolata(64.8);FV18-2D11(2);unclassified;unclassified
OTU_11168;OTU_11167;Eukaryota(92.3);SAR(43.1);Alveolata(16.3);Dinoflagellata(13.4);Incertae_Sedis(8.5);Amyloodinium(8.4)
OTU_24655;OTU_24653;Eukaryota(100);SAR(100);Alveolata(100);Dinoflagellata(85.1);Dinophyceae(80);Peridiniphycidae(55.3)
OTU_24654;OTU_24652;Eukaryota(100);Cryptophyceae(77.2);Cryptomonadales(77.2);Teleaulax(45.1);unclassified;unclassified
OTU_24657;OTU_24655;Eukaryota(100);Opisthokonta(87.5);Holozoa(87.4);Metazoa(87.1);Animalia(87.1);Annelida(63.6)
OTU_24656;OTU_24654;Eukaryota(100);SAR(54.1);Stramenopiles(51.5);Ochrophyta(49);Diatomea(42);Bacillariophytina(35.9)
OTU_11163;OTU_11162;Eukaryota(100);Archaeplastida(44);Chloroplastida(41.9);Chlorophyta(41.3);Clade_VII(23.4);Subclade_A(23.2)
OTU_11162;OTU_11161;Eukaryota(99.8);Archaeplastida(57.2);Chloroplastida(53);Chlorophyta(53);Ulvophyceae(25.3);Dilabifilum(3.6)
OTU_11161;OTU_11160;Eukaryota(99.6);Archaeplastida(54);Chloroplastida(28.1);Chlorophyta(28);Chlorophyceae(15);Sphaeroplea(7.1)
OTU_11160;OTU_11159;Eukaryota(100);Archaeplastida(99.9);Rhodophyceae(99.8);Bangiales(99.8);Porphyra(99.8);unclassified
OTU_11167;OTU_11166;Eukaryota(100);Opisthokonta(88.2);Nucletmycea(73);Fungi(72.3);Chytridiomycota(24.6);Incertae_Sedis(24.6)
OTU_11166;OTU_11165;Eukaryota(100);SAR(99.9);Alveolata(99.9);Protalveolata(94.1);Syndiniales(94.1);Syndiniales_Group_II(48.2)
OTU_11165;OTU_11164;Eukaryota(100);SAR(79.7);Rhizaria(54.2);Cercozoa(53.9);Imbricatea(23.1);Marimonadida(23.1)
OTU_11164;OTU_11163;Eukaryota(100);Opisthokonta(99.5);Holozoa(99.5);Metazoa(99.4);Animalia(99.4);Arthropoda(99.4)
OTU_40914;OTU_40911;Eukaryota(100);Opisthokonta(87);Holozoa(87);Metazoa(87);Animalia(87);Arthropoda(85.5)
OTU_40915;OTU_40912;Eukaryota(99.7);Opisthokonta(59.5);Holozoa(59.2);Metazoa(58.6);Animalia(58.6);Arthropoda(55.7)
OTU_40916;OTU_40913;Eukaryota(99.9);SAR(75.1);Alveolata(60.6);Dinoflagellata(55.1);Dinophyceae(50.7);SCM37C61(33.9)
OTU_40917;OTU_40914;Eukaryota(91.8);Archaeplastida(54.8);Chloroplastida(32.2);Chlorophyta(32.2);Trebouxiophyceae(21.6);Muriella(12.5)
OTU_40910;OTU_40907;Eukaryota(100);Opisthokonta(77.2);Holozoa(77.2);Metazoa(74.8);Animalia(74.8);Arthropoda(73)
OTU_40911;OTU_40908;Eukaryota(100);SAR(99.5);Alveolata(99.4);FV18-2D11(29.7);unclassified;unclassified
OTU_40912;OTU_40909;Eukaryota(100);Archaeplastida(88.9);Chloroplastida(88.7);Chlorophyta(80.6);Prasinophytae(68.4);Pyramimonas(54.9)
OTU_40913;OTU_40910;Eukaryota(100);SAR(99.4);Alveolata(99.3);Dinoflagellata(98.3);Dinophyceae(97.1);Peridiniphycidae(34.1)
OTU_40918;OTU_40915;Eukaryota(99.8);Opisthokonta(68.4);Holozoa(68.3);Metazoa(67.3);Animalia(67.3);Arthropoda(66.4)
OTU_40919;OTU_40916;Eukaryota(100);SAR(99.8);Alveolata(99.6);Dinoflagellata(98.6);Dinophyceae(92.9);SCM37C58(62.8)
OTU_49892;OTU_49888;Eukaryota(100);SAR(99.3);Alveolata(99.3);Dinoflagellata(97.9);Dinophyceae(96.7);Peridiniphycidae(80.4)
OTU_49893;OTU_49889;Eukaryota(100);SAR(99.5);Alveolata(99.5);Dinoflagellata(85);Dinophyceae(69.1);Peridiniphycidae(28.6)
OTU_49890;OTU_49886;Eukaryota(100);SAR(100);Alveolata(99.9);Dinoflagellata(97);Dinophyceae(94.8);Peridiniphycidae(43.5)
OTU_48636;OTU_48632;Eukaryota(100);SAR(100);Stramenopiles(99.9);Ochrophyta(99.9);Chrysophyceae(94.7);Chrysocapsales(35.9)
OTU_49896;OTU_49892;Eukaryota(100);SAR(72.3);Alveolata(63.1);Dinoflagellata(52.8);Incertae_Sedis(16.5);Amyloodinium(15.6)
OTU_49897;OTU_49893;Eukaryota(100);SA1-3C06(7.3);unclassified;unclassified;unclassified;unclassified
OTU_49894;OTU_49890;Eukaryota(100);Haptophyta(60.9);Prymnesiophyceae(60.8);Phaeocystis(58.8);unclassified;unclassified
OTU_49895;OTU_49891;Eukaryota(100);SAR(98.7);Alveolata(98.5);Protalveolata(88);Syndiniales(87.2);Syndiniales_Group_II(79.6)
OTU_51949;OTU_51945;Eukaryota(100);Haptophyta(84.3);Prymnesiophyceae(84.1);Prymnesiales(74);OLI16029(48.5);unclassified
OTU_48631;OTU_48627;Eukaryota(100);Archaeplastida(45.2);Chloroplastida(45);Charophyta(34.9);Phragmoplastophyta(33.3);Coleochaetophyceae(13.5)
OTU_49898;OTU_49894;Eukaryota(100);SAR(91.9);Alveolata(89.1);Ciliophora(88.9);Intramacronucleata(88.9);Spirotrichea(88.9)
OTU_49899;OTU_49895;Eukaryota(100);SAR(99.9);Alveolata(95);Protalveolata(65.5);Syndiniales(65.1);Syndiniales_Group_III(48.4)
OTU_48630;OTU_48626;Eukaryota(100);Opisthokonta(99.7);Holozoa(99.7);Metazoa(99.7);Animalia(99.7);Arthropoda(98.6)
OTU_45201;OTU_45197;Eukaryota(100);Opisthokonta(13.7);Holozoa(9.4);Ichthyosporea(6.6);Dermocystida(5.7);Rhinosporideacae(5.7)
OTU_45200;OTU_45196;Eukaryota(100);SAR(82);Alveolata(51.8);Dinoflagellata(31.8);Incertae_Sedis(9.1);Amyloodinium(7.8)
OTU_50014;OTU_50010;Eukaryota(100);SAR(96.1);Alveolata(92.5);Dinoflagellata(85.5);Dinophyceae(78.6);SCM16C67(22.1)
OTU_50015;OTU_50011;Eukaryota(100);Cryptophyceae(67.6);Cryptomonadales(67.6);Geminigera(31.7);unclassified;unclassified
OTU_50016;OTU_50012;Eukaryota(100);SAR(100);Stramenopiles(100);Ochrophyta(100);Diatomea(100);Coscinodiscophytina(91.4)
OTU_50017;OTU_50013;Eukaryota(100);SAR(98.4);Stramenopiles(94.1);Ochrophyta(93.2);Chrysophyceae(85.9);LG07-07(11.7)
OTU_50010;OTU_50006;Eukaryota(100);Opisthokonta(64.3);Nucletmycea(26.8);LKM15(22.1);unclassified;unclassified
OTU_50011;OTU_50007;Eukaryota(99.9);SAR(44.9);Alveolata(34.7);Ciliophora(31.2);Intramacronucleata(31.2);Spirotrichea(31.2)
OTU_50012;OTU_50008;Eukaryota(100);SAR(77.8);Alveolata(73);Protalveolata(36.5);Colpodellida(14.2);Colpodella(14.1)
OTU_50013;OTU_50009;Eukaryota(100);Archaeplastida(56.8);Chloroplastida(54.3);Chlorophyta(53.4);Trebouxiophyceae(34.7);Chloroidium(32.8)
OTU_50018;OTU_50014;Eukaryota(100);Opisthokonta(93.8);Holozoa(91.6);Choanomonada(64.2);Acanthoecida(49.3);Stephanoecidae(48.6)
OTU_50019;OTU_50015;Eukaryota(100);SAR(97.3);Alveolata(92.9);Dinoflagellata(60.9);Dinophyceae(54.3);Peridiniphycidae(27.3)
OTU_41092;OTU_41089;Eukaryota(100);Archaeplastida(60.2);Chloroplastida(51.5);Chlorophyta(50.7);Trebouxiophyceae(30.8);Chloroidium(19.5)
OTU_41093;OTU_41090;Eukaryota(100);Archaeplastida(61.3);Chloroplastida(35.1);Chlorophyta(34.7);Ulvophyceae(12.2);Bolbocoleon(5.2)
OTU_48639;OTU_48635;Eukaryota(99.9);SAR(96.3);Alveolata(94.5);Ciliophora(94.4);Intramacronucleata(94.4);Spirotrichea(91.8)
OTU_41090;OTU_41087;Eukaryota(100);SAR(98);Alveolata(95.9);Dinoflagellata(78);Dinophyceae(73.9);Peridiniphycidae(47.1)
OTU_48638;OTU_48634;Eukaryota(100);SAR(89);Stramenopiles(82.8);Ochrophyta(81.4);Diatomea(77.6);Bacillariophytina(73.8)
OTU_41091;OTU_41088;Eukaryota(100);SAR(99.7);Alveolata(99.5);M2-18H10(40.9);unclassified;unclassified
OTU_45209;OTU_45205;Eukaryota(100);SAR(99.6);Alveolata(99.6);Dinoflagellata(73.4);SCM28C5(17.8);unclassified
OTU_41096;OTU_41093;Eukaryota(100);SAR(95.8);Alveolata(93.6);Dinoflagellata(89.9);Dinophyceae(85.7);Peridiniphycidae(57.3)
OTU_45208;OTU_45204;Eukaryota(100);SAR(96.8);Alveolata(96.8);Protalveolata(48.3);Syndiniales(48.2);Syndiniales_Group_II(41.7)
OTU_41097;OTU_41094;Eukaryota(100);SAR(78.6);Alveolata(64);Dinoflagellata(61.6);Dinophyceae(49.5);SCM37C61(31.2)
OTU_30965;OTU_30962;Eukaryota(100);SAR(86.5);Alveolata(84.6);Dinoflagellata(61.9);Dinophyceae(51.9);Peridiniphycidae(32.9)
OTU_41095;OTU_41092;Eukaryota(98.1);Opisthokonta(52.9);Holozoa(51);Metazoa(50.9);Animalia(50.9);Arthropoda(35.4)
OTU_15422;OTU_15421;Eukaryota(100);SAR(99.2);Alveolata(99);Dinoflagellata(81.7);Dinophyceae(77.5);Gymnodiniphycidae(37.3)
OTU_15423;OTU_15422;Eukaryota(100);Archaeplastida(94.4);Chloroplastida(94.4);Chlorophyta(93.6);Mamiellophyceae(78.2);Micromonas(65.1)
OTU_15420;OTU_15419;Eukaryota(100);SAR(88.5);Stramenopiles(86.6);Ochrophyta(82.9);Diatomea(54.4);Bacillariophytina(50.5)
OTU_15421;OTU_15420;Eukaryota(100);SAR(67.3);Rhizaria(50.9);Cercozoa(50.9);Imbricatea(33);Marimonadida(33)
OTU_15426;OTU_15425;Eukaryota(100);SAR(86.3);Alveolata(42.1);Protalveolata(24);Syndiniales(23.1);Syndiniales_Group_III(18)
OTU_15427;OTU_15426;Eukaryota(100);Archaeplastida(90.4);Chloroplastida(90.4);Chlorophyta(90.2);Mamiellophyceae(46.6);Micromonas(32.2)
OTU_15424;OTU_15423;Eukaryota(100);Cryptophyceae(22.4);Cryptomonadales(22.4);Proteomonas(8.7);unclassified;unclassified
OTU_15425;OTU_15424;Eukaryota(100);SAR(94.3);Stramenopiles(92.2);MAST-12(39.7);MAST-12A(39.7);unclassified
OTU_27108;OTU_27106;Eukaryota(100);Archaeplastida(74.3);Chloroplastida(73.8);Chlorophyta(73.8);Mamiellophyceae(19);Mamiella(11.9)
OTU_27109;OTU_27107;Eukaryota(100);Archaeplastida(51.9);Chloroplastida(49);Chlorophyta(48.7);Ulvophyceae(11.9);Rhizoclonium(7.8)
OTU_15428;OTU_15427;Eukaryota(99.1);Haptophyta(11.7);Prymnesiophyceae(9.2);Coccolithales(5.1);Coccolithus(4.4);unclassified
OTU_15429;OTU_15428;Eukaryota(100);Opisthokonta(94);Holozoa(94);Metazoa(93.8);Animalia(93.8);Arthropoda(88.5)
